City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,comodoro rivadavia,-45.87,-67.5,55.4,87,100,6.93,AR,1589008508
282,lanzhou,36.06,103.79,59.0,28,0,8.95,CN,1589008340
283,baykit,61.67,96.37,58.73,62,100,10.11,RU,1589008509
284,taksimo,56.34,114.88,45.97,48,73,10.92,RU,1589008509
285,pacific grove,36.62,-121.92,55.99,87,90,5.82,US,1589008509
286,meulaboh,4.14,96.13,85.23,73,98,5.84,ID,1589008509
287,evensk,61.95,159.23,35.58,83,34,13.27,RU,1589008509
288,stornoway,58.21,-6.39,48.2,93,90,8.05,GB,1589008510
289,vangaindrano,-23.35,47.6,70.99,87,86,7.43,MG,1589008510
290,manaure,11.78,-72.44,79.54,78,100,14.23,CO,1589008510
291,faya,18.39,42.45,77.0,29,80,11.41,SA,1589008510
292,itarema,-2.92,-39.92,75.36,91,100,3.85,BR,1589008510
293,ambilobe,-13.2,49.05,86.09,54,100,3.71,MG,1589008511
294,kailua,21.4,-157.74,78.8,57,20,11.41,US,1589008511
295,port keats,-14.25,129.55,83.23,52,98,3.53,AU,1589008263
296,rantepao,-2.97,119.9,75.85,88,100,1.5,ID,1589008511
297,namatanai,-3.67,152.43,84.13,75,8,7.81,PG,1589008512
298,melilla,35.29,-2.94,68.0,77,75,6.93,ES,1589008512
299,tagusao,9.19,117.81,87.44,65,92,5.5,PH,1589008512
300,dikson,73.51,80.55,28.72,97,100,18.84,RU,1589008512
301,jan kempdorp,-27.92,24.83,65.43,26,0,6.98,ZA,1589008512
302,mildura,-34.2,142.15,59.0,44,90,17.22,AU,1589008513
303,cockburn town,21.46,-71.14,80.74,84,94,19.28,TC,1589008513
304,sainte-anne-des-monts,49.12,-66.49,29.26,94,0,12.15,CA,1589008513
305,nshamba,-1.8,31.55,75.2,78,75,11.41,TZ,1589008513
306,kaeo,-35.1,173.78,59.0,12,6,1.01,NZ,1589008514
307,pandan,14.05,124.17,86.7,63,0,8.59,PH,1589008514
308,santa cruz,-17.8,-63.17,57.2,82,0,3.36,BO,1589008451
309,caruray,10.31,119.01,93.2,59,20,6.93,PH,1589008515
310,walvis bay,-22.96,14.51,73.2,37,0,2.17,NA,1589008515
311,aksu,41.12,80.26,76.62,20,82,5.3,CN,1589008515
312,severnyy,50.68,36.55,50.0,87,75,8.95,RU,1589008515
313,pangoa,-12.12,-73.0,61.54,88,8,2.28,PE,1589008515
314,celestun,20.87,-90.4,79.07,79,9,9.75,MX,1589008516
315,iqaluit,63.75,-68.51,32.0,98,90,2.24,CA,1589008516
316,yantal,56.85,105.25,53.08,42,100,9.75,RU,1589008516
317,nanakuli,21.39,-158.15,73.4,64,1,5.82,US,1589008516
318,lima,-12.04,-77.03,66.2,88,40,9.17,PE,1589008287
319,artyom,40.47,50.33,73.4,56,20,6.93,AZ,1589008517
320,mango,27.98,-82.31,72.0,88,1,3.36,US,1589008517
321,beckley,37.78,-81.19,30.2,86,1,4.7,US,1589008457
322,ponta delgada,37.73,-25.67,59.0,100,75,10.29,PT,1589008225
323,sao felix do xingu,-6.64,-51.99,71.11,96,1,1.74,BR,1589008517
324,batemans bay,-35.72,150.18,66.0,46,0,1.99,AU,1589008518
325,northam,51.03,-4.22,59.0,86,14,1.01,GB,1589008518
326,wangou,42.06,126.91,58.95,71,100,0.25,CN,1589008518
327,mahebourg,-20.41,57.7,80.6,65,40,9.17,MU,1589008518
328,fort nelson,58.81,-122.7,44.44,60,84,3.67,CA,1589008518
329,anadyr,64.75,177.48,37.0,80,100,40.26,RU,1589008471
330,qaqortoq,60.72,-46.03,50.0,19,0,21.92,GL,1589008519
331,taltal,-25.4,-70.48,58.53,75,50,3.11,CL,1589008519
332,christchurch,-43.53,172.63,57.0,87,5,12.75,NZ,1589008335
333,namibe,-15.2,12.15,80.6,54,0,8.05,AO,1589008519
334,qarayeri,40.79,46.31,64.4,59,75,20.8,AZ,1589008520
335,menongue,-14.66,17.69,64.2,54,0,4.72,AO,1589008520
336,abu dhabi,24.47,54.37,89.6,40,0,9.17,AE,1589008520
337,arona,28.1,-16.68,69.01,77,75,4.7,ES,1589008520
338,nicoya,10.15,-85.45,73.0,92,100,10.0,CR,1589008501
339,batagay-alyta,67.8,130.41,24.84,93,100,3.6,RU,1589008521
340,ust-kishert,57.37,57.25,74.84,31,0,12.08,RU,1589008521
341,redding,40.59,-122.39,71.01,56,1,4.16,US,1589008521
342,grand-santi,4.25,-54.38,70.12,97,31,1.81,GF,1589008521
343,seoul,37.57,126.98,62.6,100,90,9.17,KR,1589008357
344,zhuanghe,39.7,122.99,56.8,85,100,4.18,CN,1589008522
345,sao miguel do araguaia,-13.28,-50.16,69.13,95,92,2.15,BR,1589008522
346,tacna,-18.01,-70.25,60.42,88,48,0.63,PE,1589008522
347,rio grande,-32.03,-52.1,44.01,97,0,8.99,BR,1589008308
348,qeshm,26.96,56.27,91.4,49,0,9.17,IR,1589008522
349,taoudenni,22.68,-3.98,89.49,23,100,8.14,ML,1589008523
350,palana,59.12,159.97,28.9,97,100,26.93,RU,1589008523
351,lerwick,60.15,-1.15,44.6,81,75,8.05,GB,1589008523
352,omboue,-1.57,9.26,75.74,93,100,16.78,GA,1589008523
353,cayenne,4.93,-52.33,80.6,78,90,2.24,GF,1589008524
354,vilyuysk,63.76,121.62,34.25,80,17,6.4,RU,1589008524
355,novoagansk,61.94,76.66,73.33,37,100,16.51,RU,1589008524
356,obo,5.4,26.49,74.12,85,98,4.12,CF,1589008524
357,huangmei,30.19,116.03,76.66,70,100,2.33,CN,1589008524
358,minot,48.23,-101.3,48.2,93,90,4.7,US,1589008525
359,berbera,10.44,45.01,91.0,56,0,8.61,SO,1589008525
360,abnub,27.27,31.15,66.2,63,0,13.87,EG,1589008525
361,pinheiro machado,-31.58,-53.38,48.99,76,0,13.0,BR,1589008525
362,spartanburg,34.95,-81.93,46.4,61,1,5.82,US,1589008296
363,ler,8.3,30.14,86.2,54,100,2.73,SS,1589008526
364,gospic,44.55,15.37,68.0,42,8,8.05,HR,1589008526
365,juba,4.85,31.58,82.71,65,73,6.8,SS,1589008526
366,goedereede,51.82,3.98,60.01,82,88,10.29,NL,1589008527
367,sisimiut,66.94,-53.67,35.71,76,92,2.98,GL,1589008527
368,mayo,38.89,-76.51,41.0,75,1,9.17,US,1589008515
369,worthing,50.81,-0.37,57.99,71,0,1.99,GB,1589008527
370,solnechnyy,50.72,136.63,60.44,33,46,6.62,RU,1589008527
371,malanje,-9.54,16.34,67.23,73,60,5.59,AO,1589008528
372,linqiong,30.42,103.46,69.8,40,99,6.71,CN,1589008519
373,srandakan,-7.94,110.25,83.59,80,100,5.59,ID,1589008528
374,moses lake,47.13,-119.28,57.2,54,1,6.93,US,1589008528
375,finnsnes,69.23,17.98,35.6,51,40,14.99,NO,1589008441
376,luba,3.46,8.55,75.2,100,20,2.24,GQ,1589008529
377,camacupa,-12.02,17.48,61.83,67,18,4.74,AO,1589008529
378,dangriga,16.97,-88.23,81.0,89,100,1.01,BZ,1589008266
379,griffith,41.53,-87.42,33.8,80,1,8.3,US,1589008530
380,grao mogol,-16.56,-42.89,58.33,96,100,8.03,BR,1589008530
381,guozhen,34.37,107.36,68.79,36,0,1.21,CN,1589008530
382,lompoc,34.64,-120.46,61.0,93,90,3.36,US,1589008530
383,korla,41.76,86.15,78.06,18,100,11.5,CN,1589008522
384,erzin,36.96,36.2,69.01,57,100,1.01,TR,1589008531
385,boyolangu,-8.12,111.89,84.65,78,100,5.61,ID,1589008531
386,jerez,14.1,-89.75,70.75,91,100,2.51,GT,1589008531
387,gat,31.61,34.76,71.6,53,20,14.99,IL,1589008442
388,ostrovnoy,68.05,39.51,35.69,84,0,13.0,RU,1589008532
389,jalu,29.03,21.55,68.09,36,0,8.93,LY,1589008532
390,den helder,52.96,4.76,59.0,82,75,5.82,NL,1589008282
391,nelson bay,-32.72,152.15,69.8,56,100,6.93,AU,1589008533
392,general roca,-39.03,-67.58,66.2,42,0,20.8,AR,1589008533
393,narrabri,-30.32,149.78,69.8,52,59,9.17,AU,1589008533
394,erdenet,49.03,104.08,44.35,55,100,12.55,MN,1589008533
395,abrau-dyurso,44.69,37.59,59.0,54,40,15.66,RU,1589008534
396,vardo,70.37,31.11,35.6,59,75,3.36,NO,1589008534
397,axim,4.87,-2.24,81.3,86,6,4.81,GH,1589008534
398,la grande,45.32,-118.09,55.4,50,1,8.05,US,1589008535
399,naze,28.37,129.48,77.0,83,75,11.41,JP,1589008524
400,gloversville,43.05,-74.34,34.0,100,90,6.93,US,1589008535
401,mokhsogollokh,61.47,128.92,33.49,89,100,9.33,RU,1589008535
402,nemuro,43.32,145.57,73.4,25,40,11.41,JP,1589008536
403,ikalamavony,-21.15,46.58,71.69,61,28,6.71,MG,1589008536
404,necochea,-38.55,-58.74,53.01,78,100,15.01,AR,1589008536
405,kilindoni,-7.91,39.67,79.39,80,67,21.74,TZ,1589008536
406,awbari,26.59,12.78,83.53,17,13,18.1,LY,1589008536
407,maningrida,-12.07,134.27,85.44,58,42,4.92,AU,1589008537
408,shakhtinsk,49.71,72.59,73.4,25,100,20.13,KZ,1589008537
409,beringovskiy,63.05,179.32,32.5,96,100,8.01,RU,1589008537
410,hosakote,14.28,77.17,98.47,22,6,6.24,IN,1589008537
411,manta,-0.95,-80.73,78.8,83,75,3.36,EC,1589008538
412,adre,13.47,22.2,89.49,10,0,16.11,TD,1589008538
413,ust-barguzin,53.45,108.98,44.19,55,0,10.0,RU,1589008538
414,marovoay,-16.1,46.63,91.4,43,20,12.75,MG,1589008538
415,gotsu,35.0,132.22,66.2,77,75,17.22,JP,1589008539
416,sitka,57.05,-135.33,60.8,36,90,4.7,US,1589008539
417,sibolga,1.74,98.78,85.8,71,100,4.23,ID,1589008539
418,sinnamary,5.38,-52.95,77.45,83,100,9.26,GF,1589008539
419,havoysund,71.0,24.66,32.0,87,40,21.92,NO,1589008539
420,waingapu,-9.66,120.26,83.95,67,21,15.79,ID,1589008540
421,libourne,44.92,-0.25,62.6,88,100,5.82,FR,1589008540
422,surgana,20.57,73.62,99.09,21,0,8.59,IN,1589008540
423,nianzishan,47.52,122.88,64.99,45,3,0.13,CN,1589008540
424,ca mau,9.18,105.15,97.36,44,100,5.86,VN,1589008541
425,santo antonio,-6.31,-35.48,77.0,88,51,4.7,BR,1589008541
426,norrtalje,59.76,18.7,48.0,59,37,5.99,SE,1589008541
427,san cristobal,7.77,-72.22,67.41,89,100,6.29,VE,1589008541
428,tuatapere,-46.13,167.68,54.72,79,86,6.06,NZ,1589008541
429,ranibennur,14.62,75.62,98.44,27,0,4.94,IN,1589008542
430,sokoni,-6.43,39.55,82.4,78,75,9.17,TZ,1589008542
431,margate,51.38,1.39,60.01,80,9,1.01,GB,1589008542
432,pangody,65.85,74.49,39.92,77,100,10.22,RU,1589008542
433,laguna de perlas,12.34,-83.67,79.95,88,100,9.1,NI,1589008543
434,kualakapuas,-3.01,114.39,86.0,84,75,5.82,ID,1589008543
435,kariba,-16.52,28.8,71.15,54,0,4.29,ZW,1589008543
436,ayacucho,-13.16,-74.22,52.41,76,61,1.74,PE,1589008543
437,filadelfia,39.95,-75.16,37.4,64,75,18.34,US,1589008259
438,ukiah,39.15,-123.21,63.0,55,1,1.59,US,1589008388
439,coihaique,-45.58,-72.07,46.4,100,90,2.24,CL,1589008544
440,gari,59.43,62.35,78.58,29,0,10.8,RU,1589008544
441,gamba,-2.65,10.0,75.18,90,100,14.76,GA,1589008544
442,formosa,-26.18,-58.18,48.81,52,0,4.21,AR,1589008545
443,francisco sa,-16.48,-43.49,62.31,86,100,9.28,BR,1589008545
444,chontaul,43.3,46.86,53.19,90,100,9.13,RU,1589008545
445,roma,43.21,-75.46,30.2,86,90,12.75,US,1589008542
446,bathsheba,13.22,-59.52,78.8,74,20,17.22,BB,1589008545
447,olafsvik,64.89,-23.71,34.2,81,0,12.66,IS,1589008546
448,pedro carbo,-1.83,-80.23,79.0,74,85,1.01,EC,1589008546
449,avesta,60.15,16.17,48.2,48,2,3.36,SE,1589008546
450,cabo san lucas,22.89,-109.91,71.01,50,0,1.01,MX,1589008526
451,tias,28.96,-13.64,68.0,72,20,9.17,ES,1589008546
452,miraflores,19.22,-98.81,59.0,77,75,4.7,MX,1589008547
453,sainte-maxime,43.3,6.63,66.99,71,98,2.24,FR,1589008547
454,rocha,-34.48,-54.33,44.96,90,0,6.51,UY,1589008547
455,virginia beach,36.85,-75.98,46.0,78,97,3.0,US,1589008421
456,maine-soroa,13.21,12.02,92.46,23,0,4.88,NE,1589008548
457,betare oya,5.6,14.08,73.54,86,52,2.48,CM,1589008548
458,enumclaw,47.2,-121.99,55.0,72,0,7.4,US,1589008413
459,fengzhen,40.44,113.15,69.57,19,100,14.52,CN,1589008548
460,ahipara,-35.17,173.17,58.06,85,10,3.96,NZ,1589008518
461,alekseyevka,50.63,38.69,55.06,67,34,6.35,RU,1589008549
462,resistencia,-27.46,-58.98,54.0,100,0,5.82,AR,1589008549
463,aksarka,66.56,67.8,43.03,73,52,4.54,RU,1589008549
464,severo-kurilsk,50.68,156.12,34.48,88,84,16.71,RU,1589008510
465,maymyo,22.03,96.47,105.8,20,20,8.05,MM,1589008550
466,port hedland,-20.32,118.57,93.2,18,0,10.29,AU,1589008511
467,kataysk,56.29,62.58,78.1,29,0,9.51,RU,1589008550
468,dingle,11.0,122.67,94.62,41,99,11.16,PH,1589008550
469,hobyo,5.35,48.53,87.35,62,0,6.22,SO,1589008551
470,strezhevoy,60.73,77.59,77.0,27,100,15.66,RU,1589008551
471,kiunga,-6.12,141.29,81.43,94,100,2.95,PG,1589008551
472,lodja,-3.48,23.43,80.1,75,1,2.73,CD,1589008551
473,khasan,42.43,130.64,55.02,80,89,13.24,RU,1589008551
474,salmon arm,50.7,-119.3,48.99,92,0,0.89,CA,1589008538
475,bacungan,9.91,118.7,93.2,59,20,6.93,PH,1589008552
476,gushikawa,26.35,127.87,80.6,74,90,11.41,JP,1589008552
477,herat,34.5,62.0,77.0,36,0,9.17,AF,1589008553
478,jabalpur,23.17,79.95,98.6,37,20,11.41,IN,1589008553
479,haines junction,60.75,-137.51,45.86,54,52,2.06,CA,1589008553
480,san luis,-33.3,-66.34,54.32,56,0,13.71,AR,1589008553
481,sawtell,-30.38,153.1,71.6,68,90,6.93,AU,1589008548
482,acapulco,16.86,-99.89,80.6,78,20,4.7,MX,1589008554
483,lamesa,32.74,-101.95,50.0,57,75,8.05,US,1589008498
484,kars,40.6,43.09,44.6,87,75,12.75,TR,1589008554
485,zaysan,47.47,84.87,78.06,18,0,9.08,KZ,1589008554
486,svetlyy,54.67,20.13,55.4,71,40,8.95,RU,1589008555
487,shumskiy,54.83,99.13,56.23,39,0,8.21,RU,1589008555
488,sao filipe,14.9,-24.5,71.73,80,0,10.09,CV,1589008555
489,tura,25.52,90.22,95.58,22,3,4.38,IN,1589008555
490,luderitz,-26.65,15.16,51.8,93,0,5.82,NA,1589008556
491,kirakira,-10.45,161.92,81.1,83,6,9.24,SB,1589008556
492,dir,35.21,71.88,76.48,33,89,8.3,PK,1589008556
493,chimbote,-9.09,-78.58,66.97,87,35,6.33,PE,1589008556
494,bure,10.7,37.07,76.15,48,40,3.76,ET,1589008556
495,cedar city,37.68,-113.06,55.4,32,1,4.7,US,1589008310
496,mpraeso,6.59,-0.73,73.45,97,46,2.77,GH,1589008557
497,karatu,-3.33,35.67,65.48,76,56,7.74,TZ,1589008557
498,manosque,43.83,5.79,64.0,58,57,1.99,FR,1589008557
499,kieta,-6.22,155.63,83.17,73,47,4.81,PG,1589008557
500,maxixe,-23.86,35.35,78.8,54,40,4.7,MZ,1589008558
501,mana,5.66,-53.78,76.84,84,99,7.78,GF,1589008558
502,quelimane,-17.88,36.89,71.6,94,75,5.82,MZ,1589008558
503,huilong,31.81,121.66,72.81,65,3,10.96,CN,1589008558
504,saint-pierre,-21.34,55.48,80.6,65,40,11.41,RE,1589008521
505,ust-karsk,52.7,118.81,59.4,34,100,10.51,RU,1589008559
506,mecca,21.43,39.83,92.44,39,37,8.08,SA,1589008559
507,khunti,23.08,85.28,93.2,38,1,5.82,IN,1589008559
508,marsabit,2.33,37.99,71.26,75,11,16.49,KE,1589008559
509,rogovatoye,51.23,38.38,46.6,92,100,6.85,RU,1589008559
510,najran,17.49,44.13,86.0,35,40,4.7,SA,1589008560
511,noyabrsk,63.2,75.45,71.49,45,100,19.46,RU,1589008560
512,chernolesskoye,44.72,43.71,49.6,91,100,2.75,RU,1589008560
513,tanda,26.55,82.65,104.99,14,0,2.17,IN,1589008560
514,teluk nibung,3.0,99.82,87.51,64,100,6.82,ID,1589008561
515,kavaratti,10.57,72.64,91.4,66,20,5.82,IN,1589008561
516,kamenka,51.32,42.77,59.0,72,100,4.76,RU,1589008561
517,kodinsk,58.69,99.18,52.36,59,99,11.43,RU,1589008561
518,boralday,43.36,76.86,75.2,41,75,13.42,KZ,1589008561
519,entebbe,0.06,32.45,71.35,80,98,1.07,UG,1589008562
520,marawi,8.0,124.29,86.0,77,100,5.01,PH,1589008562
521,siyabuswa,-25.11,29.04,64.74,60,13,3.78,ZA,1589008562
522,caucaia,-3.74,-38.65,78.01,83,20,2.24,BR,1589008386
523,aden,12.78,45.04,87.48,69,12,10.38,YE,1589008562
524,ilave,-16.08,-69.67,35.73,84,82,2.53,PE,1589008563
525,panjab,34.39,67.02,63.21,26,0,11.01,AF,1589008563
526,bokoro,12.38,17.06,95.5,20,0,1.28,TD,1589008563
527,krasnooktyabrskiy,44.93,38.37,57.99,58,78,3.0,RU,1589008563
528,peterborough,52.57,-0.25,59.0,87,0,4.7,GB,1589008563
529,guane,22.2,-84.09,73.38,84,0,3.83,CU,1589008564
530,progreso,21.28,-89.67,84.2,66,75,13.87,MX,1589008564
531,hamilton,39.18,-84.53,33.01,80,1,5.3,US,1589008564
532,banda aceh,5.56,95.32,83.79,75,89,6.76,ID,1589008492
533,quatre cocos,-20.21,57.76,82.99,65,40,9.17,MU,1589008564
534,baoro,5.67,15.97,73.99,82,50,5.1,CF,1589008565
535,jiazi,22.88,116.07,85.17,72,3,16.91,CN,1589008565
536,okha,53.57,142.95,34.41,88,100,2.62,RU,1589008565
537,finschhafen,-6.6,147.87,81.82,80,100,11.43,PG,1589008565
538,wamba,8.93,8.6,81.52,73,13,3.83,NG,1589008565
539,katangli,51.71,143.23,35.49,86,99,5.1,RU,1589008566
540,mtambile,-5.38,39.7,80.38,79,60,18.34,TZ,1589008566
541,green river,41.53,-109.47,33.8,80,1,5.82,US,1589008566
542,nhulunbuy,-12.23,136.77,84.2,66,40,17.22,AU,1589008566
543,nizwa,22.93,57.53,101.23,6,0,5.21,OM,1589008566
544,arimalam,10.27,78.9,98.6,44,40,5.82,IN,1589008567
545,kuybyshevo,47.81,38.91,56.19,65,99,11.95,RU,1589008567
546,pringsewu,-5.36,104.97,82.18,82,100,2.37,ID,1589008567
547,lara,-38.02,144.4,51.8,71,40,17.22,AU,1589008567
548,lata,40.16,-8.33,59.0,85,100,3.0,PT,1589008567
549,colon,9.36,-79.9,80.6,88,100,4.7,PA,1589008568
550,ladario,-19.0,-57.6,54.37,63,0,0.85,BR,1589008568
551,baijiantan,45.63,85.18,82.27,12,0,7.9,CN,1589008568
552,kohtla-jarve,59.4,27.27,49.39,65,0,8.37,EE,1589008399
553,tefe,-3.35,-64.71,73.38,98,100,0.76,BR,1589008569
554,sorland,67.67,12.69,35.6,51,40,6.93,NO,1589008569
555,ketchikan,55.34,-131.65,60.8,66,1,5.01,US,1589008569
556,half moon bay,37.46,-122.43,57.99,93,90,3.36,US,1589008569
557,dzhebariki-khaya,62.22,135.8,42.66,66,97,3.13,RU,1589008569
558,ambalavao,-21.83,46.93,67.73,64,15,4.79,MG,1589008570
559,north myrtle beach,33.82,-78.68,60.8,82,90,3.36,US,1589008274
560,terrace,54.52,-128.6,59.0,44,75,17.22,CA,1589008570
561,yeppoon,-23.13,150.73,78.8,57,40,9.17,AU,1589008570
562,kenora,49.82,-94.43,32.0,87,5,4.7,CA,1589008571
563,amapa,1.0,-52.0,72.64,97,98,2.13,BR,1589008571
564,sobolevo,54.43,31.9,52.57,55,48,5.97,RU,1589008571
